f,noise
100000,-82.4467
162375,-83.6062
224750,-76.9361
287125,-76.7346
349500,-76.6119
411875,-85.2482
474250,-85.2977
536625,-80.3657
599000,-78.228
661375,-71.9946
723750,-71.4985
786125,-71.4827
848500,-72.216
910875,-59.9291
973250,-76.6027
1.03562e+06,-77.2219
1.098e+06,-87.6838
1.16038e+06,-83.595
1.22275e+06,-89.378
1.28512e+06,-83.5941
1.3475e+06,-83.504
1.40988e+06,-80.2844
1.47225e+06,-86.6181
1.53462e+06,-82.8028
1.597e+06,-86.7676
1.65938e+06,-86.2827
1.72175e+06,-82.9259
1.78412e+06,-87.2793
1.8465e+06,-81.3972
1.90888e+06,-83.4259
1.97125e+06,-78.6473
2.03362e+06,-81.0979
2.096e+06,-75.2884
2.15838e+06,-74.5836
2.22075e+06,-73.4089
2.28312e+06,-69.087
2.3455e+06,-65.9993
2.40788e+06,-71.6413
2.47025e+06,-70.5738
2.53262e+06,-70.154
2.595e+06,-72.2503
2.65738e+06,-70.2147
2.71975e+06,-73.7395
2.78212e+06,-73.7878
2.8445e+06,-70.8526
2.90688e+06,-74.0792
2.96925e+06,-73.8409
3.03162e+06,-71.2241
3.094e+06,-76.3409
3.15638e+06,-75.5135
3.21875e+06,-75.8521
3.28112e+06,-81.5813
3.3435e+06,-83.1171
3.40588e+06,-86.7607
3.46825e+06,-84.1274
3.53062e+06,-83.2891
3.593e+06,-84.1751
3.65538e+06,-85.1259
3.71775e+06,-86.133
3.78012e+06,-84.2391
3.8425e+06,-82.7394
3.90488e+06,-86.0722
3.96725e+06,-86.7589
4.02962e+06,-83.7653
4.092e+06,-85.2329
4.15438e+06,-80.6838
4.21675e+06,-83.4928
4.27912e+06,-84.4177
4.3415e+06,-86.031
4.40388e+06,-81.7465
4.46625e+06,-83.6119
4.52862e+06,-83.7945
4.591e+06,-85.3411
4.65338e+06,-82.2337
4.71575e+06,-79.478
4.77812e+06,-82.2849
4.8405e+06,-84.6848
4.90288e+06,-80.966
4.96525e+06,-82.0167
5.02762e+06,-87.1546
5.09e+06,-83.9954
5.15238e+06,-83.0407
5.21475e+06,-82.3878
5.27712e+06,-82.0535
5.3395e+06,-80.5626
5.40188e+06,-83.2255
5.46425e+06,-80.2699
5.52662e+06,-82.3215
5.589e+06,-82.3214
5.65138e+06,-83.2104
5.71375e+06,-80.9081
5.77612e+06,-85.0836
5.8385e+06,-83.8369
5.90088e+06,-80.7759
5.96325e+06,-82.996
6.02562e+06,-84.7325
6.088e+06,-81.6808
6.15038e+06,-81.3488
6.21275e+06,-86.7521
6.27512e+06,-84.8007
6.3375e+06,-82.6504
6.39988e+06,-83.1937
6.46225e+06,-83.486
6.52462e+06,-84.3449
6.587e+06,-86.1042
6.64938e+06,-82.4756
6.71175e+06,-85.0986
6.77412e+06,-84.8512
6.8365e+06,-82.6219
6.89888e+06,-79.7377
6.96125e+06,-84.7297
7.02362e+06,-85.983
7.086e+06,-80.718
7.14838e+06,-84.343
7.21075e+06,-84.8499
7.27312e+06,-84.1961
7.3355e+06,-81.2296
7.39788e+06,-79.9415
7.46025e+06,-83.8785
7.52262e+06,-84.1631
7.585e+06,-83.9406
7.64738e+06,-82.4197
7.70975e+06,-82.9626
7.77212e+06,-84.4402
7.8345e+06,-84.6757
7.89688e+06,-84.259
7.95925e+06,-85.6303
8.02162e+06,-83.7993
8.084e+06,-84.8821
8.14638e+06,-83.646
8.20875e+06,-85.1479
8.27112e+06,-83.1592
8.3335e+06,-85.0937
8.39588e+06,-81.8199
8.45825e+06,-85.6288
8.52062e+06,-85.0395
8.583e+06,-85.9387
8.64538e+06,-83.3465
8.70775e+06,-83.3463
8.77012e+06,-84.7931
8.8325e+06,-84.724
8.89488e+06,-82.2983
8.95725e+06,-82.1692
9.01962e+06,-83.2001
9.082e+06,-82.3629
9.14438e+06,-82.696
9.20675e+06,-83.0993
9.26912e+06,-84.6884
9.3315e+06,-83.688
9.39388e+06,-83.9038
9.45625e+06,-83.4768
9.51862e+06,-82.3224
9.581e+06,-80.6029
9.64338e+06,-82.6403
9.70575e+06,-78.6238
9.76812e+06,-82.4926
9.8305e+06,-76.4122
9.89288e+06,-77.8272
9.95525e+06,-80.318
1.00176e+07,-81.0055
1.008e+07,-82.7055
1.01424e+07,-76.259
1.02048e+07,-81.8488
1.02671e+07,-80.716
1.03295e+07,-82.5004
1.03919e+07,-82.9081
1.04542e+07,-79.8093
1.05166e+07,-79.7695
1.0579e+07,-80.8981
1.06414e+07,-81.7451
1.07038e+07,-80.952
1.07661e+07,-81.1085
1.08285e+07,-80.8727
1.08909e+07,-82.0523
1.09532e+07,-80.9376
1.10156e+07,-81.1964
1.1078e+07,-80.4284
1.11404e+07,-82.2538
1.12028e+07,-81.0689
1.12651e+07,-79.4826
1.13275e+07,-81.3543
1.13899e+07,-81.9829
1.14522e+07,-82.3277
1.15146e+07,-80.0531
1.1577e+07,-79.9822
1.16394e+07,-78.8515
1.17018e+07,-81.0737
1.17641e+07,-81.0616
1.18265e+07,-82.1164
1.18889e+07,-79.8988
1.19512e+07,-82.4795
1.20136e+07,-82.2692
1.2076e+07,-81.0675
1.21384e+07,-83.1265
1.22008e+07,-83.1331
1.22631e+07,-82.6696
1.23255e+07,-81.7928
1.23879e+07,-81.5848
1.24502e+07,-81.5121
1.25126e+07,-83.0082
1.2575e+07,-82.2076
1.26374e+07,-81.939
1.26998e+07,-81.3672
1.27621e+07,-81.4197
1.28245e+07,-83.3306
1.28869e+07,-82.0375
1.29492e+07,-82.7311
1.30116e+07,-80.3494
1.3074e+07,-82.1894
1.31364e+07,-81.505
1.31988e+07,-81.1414
1.32611e+07,-80.8977
1.33235e+07,-82.9998
1.33859e+07,-77.6081
1.34482e+07,-80.7082
1.35106e+07,-80.8118
1.3573e+07,-83.126
1.36354e+07,-79.0701
1.36978e+07,-79.6294
1.37601e+07,-82.9669
1.38225e+07,-80.9702
1.38849e+07,-81.789
1.39472e+07,-81.6412
1.40096e+07,-80.9346
1.4072e+07,-80.9564
1.41344e+07,-81.8174
1.41968e+07,-81.6387
1.42591e+07,-79.7205
1.43215e+07,-79.2548
1.43839e+07,-80.7313
1.44462e+07,-79.8859
1.45086e+07,-79.2298
1.4571e+07,-78.0423
1.46334e+07,-80.1822
1.46958e+07,-80.6246
1.47581e+07,-79.1538
1.48205e+07,-80.0729
1.48829e+07,-80.748
1.49452e+07,-79.9305
1.50076e+07,-79.8602
1.507e+07,-78.5718
1.51324e+07,-80.4168
1.51948e+07,-79.5227
1.52571e+07,-78.2715
1.53195e+07,-81.1137
1.53819e+07,-80.1487
1.54442e+07,-80.0512
1.55066e+07,-80.466
1.5569e+07,-80.8681
1.56314e+07,-81.1621
1.56938e+07,-79.5223
1.57561e+07,-77.4622
1.58185e+07,-80.1339
1.58809e+07,-79.416
1.59432e+07,-80.3085
1.60056e+07,-79.9295
1.6068e+07,-81.8284
1.61304e+07,-82.0166
1.61928e+07,-80.5875
1.62551e+07,-78.8418
1.63175e+07,-80.7827
1.63799e+07,-79.3685
1.64422e+07,-79.1501
1.65046e+07,-81.3749
1.6567e+07,-81.9866
1.66294e+07,-80.0085
1.66918e+07,-81.0594
1.67541e+07,-80.2169
1.68165e+07,-80.0167
1.68789e+07,-80.2104
1.69412e+07,-78.337
1.70036e+07,-79.504
1.7066e+07,-77.2734
1.71284e+07,-80.5832
1.71908e+07,-80.7296
1.72531e+07,-79.5973
1.73155e+07,-78.2625
1.73779e+07,-79.3347
1.74402e+07,-80.4672
1.75026e+07,-78.5124
1.7565e+07,-79.2304
1.76274e+07,-80.1511
1.76898e+07,-80.1453
1.77521e+07,-77.7597
1.78145e+07,-80.4473
1.78769e+07,-80.9057
1.79392e+07,-80.6944
1.80016e+07,-81.6235
1.8064e+07,-79.8732
1.81264e+07,-80.3383
1.81888e+07,-80.3745
1.82511e+07,-79.168
1.83135e+07,-79.8956
1.83759e+07,-78.8819
1.84382e+07,-80.4782
1.85006e+07,-78.6091
1.8563e+07,-78.1796
1.86254e+07,-79.3077
1.86878e+07,-77.9156
1.87501e+07,-80.4005
1.88125e+07,-78.3009
1.88749e+07,-79.4655
1.89372e+07,-78.9206
1.89996e+07,-78.5011
1.9062e+07,-78.6206
1.91244e+07,-80.3174
1.91868e+07,-78.1977
1.92491e+07,-78.7843
1.93115e+07,-80.5551
1.93739e+07,-78.2246
1.94362e+07,-79.914
1.94986e+07,-78.9372
1.9561e+07,-78.5852
1.96234e+07,-76.6964
1.96858e+07,-77.0781
1.97481e+07,-79.806
1.98105e+07,-78.9071
1.98729e+07,-78.2983
1.99352e+07,-80.1066
1.99976e+07,-79.5495
2.006e+07,-78.0222
2.01224e+07,-78.2015
2.01848e+07,-77.3166
2.02471e+07,-77.4401
2.03095e+07,-79.0348
2.03719e+07,-78.6443
2.04342e+07,-78.8149
2.04966e+07,-79.2966
2.0559e+07,-77.0948
2.06214e+07,-78.9975
2.06838e+07,-80.4065
2.07461e+07,-80.5239
2.08085e+07,-80.0266
2.08709e+07,-79.0373
2.09332e+07,-79.8799
2.09956e+07,-79.575
2.1058e+07,-77.28
2.11204e+07,-78.7156
2.11828e+07,-79.6422
2.12451e+07,-80.1945
2.13075e+07,-79.2191
2.13699e+07,-80.0909
2.14322e+07,-81.2982
2.14946e+07,-80.0393
2.1557e+07,-79.0076
2.16194e+07,-81.7075
2.16818e+07,-81.6335
2.17441e+07,-79.264
2.18065e+07,-79.4
2.18689e+07,-76.8573
2.19312e+07,-79.203
2.19936e+07,-78.6862
2.2056e+07,-75.0487
2.21184e+07,-78.7602
2.21808e+07,-78.7074
2.22431e+07,-79.5223
2.23055e+07,-79.3604
2.23679e+07,-79.3979
2.24302e+07,-79.2895
2.24926e+07,-80.1847
2.2555e+07,-81.253
2.26174e+07,-79.1727
2.26798e+07,-81.276
2.27421e+07,-78.7623
2.28045e+07,-80.1939
2.28669e+07,-81.4355
2.29292e+07,-77.5979
2.29916e+07,-78.2198
2.3054e+07,-79.0384
2.31164e+07,-78.4498
2.31788e+07,-80.0689
2.32411e+07,-80.0943
2.33035e+07,-79.2583
2.33659e+07,-79.418
2.34282e+07,-77.9656
2.34906e+07,-79.5081
2.3553e+07,-80.3588
2.36154e+07,-80.8988
2.36778e+07,-79.5942
2.37401e+07,-80.1594
2.38025e+07,-80.2999
2.38649e+07,-77.6602
2.39272e+07,-80.1536
2.39896e+07,-80.3678
2.4052e+07,-75.6226
2.41144e+07,-78.8546
2.41768e+07,-80.0448
2.42391e+07,-77.3878
2.43015e+07,-80.0138
2.43639e+07,-81.1938
2.44262e+07,-80.0848
2.44886e+07,-79.9573
2.4551e+07,-78.2224
2.46134e+07,-78.5726
2.46758e+07,-75.3307
2.47381e+07,-79.826
2.48005e+07,-79.0593
2.48629e+07,-80.0525
2.49252e+07,-77.8207
2.49876e+07,-78.9249
2.505e+07,-78.3371
2.51124e+07,-80.4912
2.51748e+07,-80.1875
2.52371e+07,-78.9544
2.52995e+07,-80.6811
2.53619e+07,-77.7324
2.54242e+07,-79.796
2.54866e+07,-79.6188
2.5549e+07,-80.8422
2.56114e+07,-79.252
2.56738e+07,-79.5005
2.57361e+07,-79.1253
2.57985e+07,-82.1512
2.58609e+07,-79.1878
2.59232e+07,-80.0792
2.59856e+07,-80.074
2.6048e+07,-80.8787
2.61104e+07,-83.0723
2.61728e+07,-79.8515
2.62351e+07,-80.4505
2.62975e+07,-81.3562
2.63599e+07,-78.9109
2.64222e+07,-80.3205
2.64846e+07,-78.5177
2.6547e+07,-79.8355
2.66094e+07,-80.6977
2.66718e+07,-80.3814
2.67341e+07,-77.9083
2.67965e+07,-80.4589
2.68589e+07,-79.9567
2.69212e+07,-79.9368
2.69836e+07,-80.2163
2.7046e+07,-78.6842
2.71084e+07,-80.7066
2.71708e+07,-81.0014
2.72331e+07,-77.7293
2.72955e+07,-78.123
2.73579e+07,-78.5103
2.74202e+07,-79.7453
2.74826e+07,-79.8224
2.7545e+07,-80.4823
2.76074e+07,-79.9343
2.76698e+07,-78.1576
2.77321e+07,-78.75
2.77945e+07,-80.1325
2.78569e+07,-78.677
2.79192e+07,-80.2689
2.79816e+07,-78.6383
2.8044e+07,-78.7189
2.81064e+07,-81.2861
2.81688e+07,-78.8912
2.82311e+07,-79.3705
2.82935e+07,-78.0438
2.83559e+07,-79.1876
2.84182e+07,-78.087
2.84806e+07,-77.4434
2.8543e+07,-78.4105
2.86054e+07,-78.0427
2.86678e+07,-79.5599
2.87301e+07,-80.6365
2.87925e+07,-78.9238
2.88549e+07,-78.0102
2.89172e+07,-79.498
2.89796e+07,-76.1794
2.9042e+07,-79.7442
2.91044e+07,-75.3834
2.91668e+07,-78.3179
2.92291e+07,-77.6839
2.92915e+07,-76.8448
2.93539e+07,-76.1876
2.94162e+07,-77.8713
2.94786e+07,-73.1157
2.9541e+07,-74.9777
2.96034e+07,-74.9886
2.96658e+07,-73.4256
2.97281e+07,-77.0349
2.97905e+07,-75.41
2.98529e+07,-72.1611
2.99152e+07,-70.6243
2.99776e+07,-72.0587
3.004e+07,-70.9604
3.01024e+07,-74.4314
3.01648e+07,-72.8458
3.02271e+07,-71.4868
3.02895e+07,-74.1304
3.03519e+07,-73.0566
3.04142e+07,-69.5717
3.04766e+07,-70.903
3.0539e+07,-73.2406
3.06014e+07,-71.0553
3.06638e+07,-75.8875
3.07261e+07,-73.5223
3.07885e+07,-74.4708
3.08509e+07,-76.5911
3.09132e+07,-74.0904
3.09756e+07,-75.1466
3.1038e+07,-77.1829
3.11004e+07,-76.5901
3.11628e+07,-74.4878
3.12251e+07,-77.707
3.12875e+07,-77.1784
3.13499e+07,-76.3676
3.14122e+07,-78.088
3.14746e+07,-76.9095
3.1537e+07,-73.821
3.15994e+07,-77.9022
3.16618e+07,-76.2594
3.17241e+07,-78.1708
3.17865e+07,-75.2607
3.18489e+07,-79.5153
3.19112e+07,-78.0306
3.19736e+07,-77.6663
3.2036e+07,-76.9527
3.20984e+07,-77.2475
3.21608e+07,-77.5863
3.22231e+07,-78.9025
3.22855e+07,-76.9379
3.23479e+07,-76.6023
3.24102e+07,-76.9409
3.24726e+07,-77.3735
3.2535e+07,-77.4766
3.25974e+07,-78.6129
3.26598e+07,-77.74
3.27221e+07,-78.8745
3.27845e+07,-76.2811
3.28469e+07,-80.009
3.29092e+07,-78.8912
3.29716e+07,-78.9568
3.3034e+07,-78.2752
3.30964e+07,-78.2628
3.31588e+07,-78.1215
3.32211e+07,-80.311
3.32835e+07,-78.734
3.33459e+07,-77.822
3.34082e+07,-81.3243
3.34706e+07,-80.6191
3.3533e+07,-77.7828
3.35954e+07,-75.6331
3.36578e+07,-79.7949
3.37201e+07,-78.0358
3.37825e+07,-79.6121
3.38449e+07,-78.103
3.39072e+07,-78.9534
3.39696e+07,-78.2433
3.4032e+07,-79.4605
3.40944e+07,-77.2655
3.41568e+07,-79.5681
3.42191e+07,-81.6334
3.42815e+07,-75.7546
3.43439e+07,-79.6005
3.44062e+07,-78.7385
3.44686e+07,-78.5471
3.4531e+07,-80.886
3.45934e+07,-78.3513
3.46558e+07,-80.4353
3.47181e+07,-83.2549
3.47805e+07,-77.5993
3.48429e+07,-80.9345
3.49052e+07,-79.6747
3.49676e+07,-78.5368
3.503e+07,-79.6125
3.50924e+07,-81.4327
3.51548e+07,-76.4794
3.52171e+07,-80.2057
3.52795e+07,-80.6172
3.53419e+07,-80.5897
3.54042e+07,-81.8694
3.54666e+07,-80.5185
3.5529e+07,-83.2959
3.55914e+07,-80.116
3.56538e+07,-80.3092
3.57161e+07,-79.2408
3.57785e+07,-80.0535
3.58409e+07,-80.0738
3.59032e+07,-80.8593
3.59656e+07,-79.7303
3.6028e+07,-81.6485
3.60904e+07,-82.696
3.61528e+07,-80.1554
3.62151e+07,-81.3925
3.62775e+07,-82.7372
3.63399e+07,-79.7785
3.64022e+07,-80.7734
3.64646e+07,-80.1128
3.6527e+07,-81.3555
3.65894e+07,-81.0851
3.66518e+07,-82.5696
3.67141e+07,-81.9985
3.67765e+07,-79.9275
3.68389e+07,-82.3991
3.69012e+07,-79.7368
3.69636e+07,-80.878
3.7026e+07,-82.9972
3.70884e+07,-81.6755
3.71508e+07,-80.9739
3.72131e+07,-81.2758
3.72755e+07,-83.105
3.73379e+07,-80.2924
3.74002e+07,-81.6373
3.74626e+07,-82.8739
3.7525e+07,-83.3936
3.75874e+07,-80.2075
3.76498e+07,-80.4351
3.77121e+07,-82.8375
3.77745e+07,-81.4771
3.78369e+07,-79.6447
3.78992e+07,-80.9826
3.79616e+07,-81.4643
3.8024e+07,-77.5426
3.80864e+07,-82.6609
3.81488e+07,-79.7968
3.82111e+07,-81.1488
3.82735e+07,-82.1418
3.83359e+07,-81.9477
3.83982e+07,-82.7785
3.84606e+07,-80.2672
3.8523e+07,-78.2376
3.85854e+07,-80.3302
3.86478e+07,-82.5417
3.87101e+07,-79.0723
3.87725e+07,-80.2241
3.88349e+07,-81.6877
3.88972e+07,-82.2713
3.89596e+07,-82.2843
3.9022e+07,-79.7588
3.90844e+07,-84.5488
3.91468e+07,-82.1845
3.92091e+07,-81.2095
3.92715e+07,-82.1841
3.93339e+07,-81.1447
3.93962e+07,-83.6084
3.94586e+07,-82.9379
3.9521e+07,-83.6467
3.95834e+07,-82.2953
3.96458e+07,-84.3253
3.97081e+07,-82.579
3.97705e+07,-82.3682
3.98329e+07,-79.9823
3.98952e+07,-85.1069
3.99576e+07,-79.6124
4.002e+07,-82.9001
4.00824e+07,-83.7779
4.01448e+07,-82.8783
4.02071e+07,-81.2059
4.02695e+07,-81.6391
4.03319e+07,-79.4368
4.03942e+07,-81.9146
4.04566e+07,-82.0622
4.0519e+07,-81.3947
4.05814e+07,-81.8885
4.06438e+07,-82.8338
4.07061e+07,-82.0096
4.07685e+07,-79.629
4.08309e+07,-81.7302
4.08932e+07,-80.7849
4.09556e+07,-81.8428
4.1018e+07,-86.1686
4.10804e+07,-84.7687
4.11428e+07,-80.8514
4.12051e+07,-82.7823
4.12675e+07,-85.5262
4.13299e+07,-81.8667
4.13922e+07,-82.5454
4.14546e+07,-82.2818
4.1517e+07,-84.644
4.15794e+07,-84.5656
4.16418e+07,-83.5384
4.17041e+07,-84.793
4.17665e+07,-85.0086
4.18289e+07,-84.1425
4.18912e+07,-84.1836
4.19536e+07,-86.072
4.2016e+07,-85.3229
4.20784e+07,-82.3731
4.21408e+07,-83.8976
4.22031e+07,-84.4601
4.22655e+07,-83.0722
4.23279e+07,-83.7381
4.23902e+07,-84.8172
4.24526e+07,-83.4589
4.2515e+07,-82.2249
4.25774e+07,-84.148
4.26398e+07,-82.6235
4.27021e+07,-83.5115
4.27645e+07,-84.3223
4.28269e+07,-81.8994
4.28892e+07,-82.5262
4.29516e+07,-84.0075
4.3014e+07,-83.7908
4.30764e+07,-84.8772
4.31388e+07,-82.7894
4.32011e+07,-82.8103
4.32635e+07,-84.4904
4.33259e+07,-85.1776
4.33882e+07,-83.5397
4.34506e+07,-83.2594
4.3513e+07,-82.4625
4.35754e+07,-82.6895
4.36378e+07,-83.9564
4.37001e+07,-84.5146
4.37625e+07,-83.8676
4.38249e+07,-84.3016
4.38872e+07,-83.5302
4.39496e+07,-83.4154
4.4012e+07,-83.7635
4.40744e+07,-84.0115
4.41368e+07,-84.2002
4.41991e+07,-82.6385
4.42615e+07,-83.014
4.43239e+07,-84.0269
4.43862e+07,-83.7384
4.44486e+07,-83.4745
4.4511e+07,-82.9051
4.45734e+07,-85.1823
4.46358e+07,-83.0635
4.46981e+07,-83.4127
4.47605e+07,-83.2546
4.48229e+07,-83.8
4.48852e+07,-83.8875
4.49476e+07,-84.614
4.501e+07,-81.8659
4.50724e+07,-85.7373
4.51348e+07,-83.1348
4.51971e+07,-81.5168
4.52595e+07,-82.7745
4.53219e+07,-82.8096
4.53842e+07,-85.0044
4.54466e+07,-86.8337
4.5509e+07,-84.0144
4.55714e+07,-83.3792
4.56338e+07,-83.7971
4.56961e+07,-85.7251
4.57585e+07,-83.0448
4.58209e+07,-82.7373
4.58832e+07,-83.6234
4.59456e+07,-83.0733
4.6008e+07,-83.8116
4.60704e+07,-83.9153
4.61328e+07,-84.403
4.61951e+07,-83.63
4.62575e+07,-83.56
4.63199e+07,-83.8903
4.63822e+07,-84.7936
4.64446e+07,-83.1374
4.6507e+07,-84.3423
4.65694e+07,-86.0345
4.66318e+07,-83.9132
4.66941e+07,-87.1151
4.67565e+07,-81.7711
4.68189e+07,-83.8245
4.68812e+07,-84.9989
4.69436e+07,-82.9249
4.7006e+07,-86.0022
4.70684e+07,-83.9519
4.71308e+07,-84.9073
4.71931e+07,-85.1634
4.72555e+07,-82.9669
4.73179e+07,-84.97
4.73802e+07,-85.172
4.74426e+07,-86.5387
4.7505e+07,-83.5477
4.75674e+07,-82.8653
4.76298e+07,-85.728
4.76921e+07,-84.4656
4.77545e+07,-82.9578
4.78169e+07,-86.769
4.78792e+07,-85.041
4.79416e+07,-84.9315
4.8004e+07,-81.476
4.80664e+07,-84.6462
4.81288e+07,-84.4127
4.81911e+07,-84.9759
4.82535e+07,-86.4491
4.83159e+07,-84.26
4.83782e+07,-83.9068
4.84406e+07,-87.0738
4.8503e+07,-85.1308
4.85654e+07,-84.8661
4.86278e+07,-85.2328
4.86901e+07,-85.499
4.87525e+07,-84.1336
4.88149e+07,-85.001
4.88772e+07,-86.2549
4.89396e+07,-83.8967
4.9002e+07,-85.2408
4.90644e+07,-86.2648
4.91268e+07,-85.0272
4.91891e+07,-85.6236
4.92515e+07,-84.1981
4.93139e+07,-85.6921
4.93762e+07,-82.075
4.94386e+07,-86.5532
4.9501e+07,-85.081
4.95634e+07,-84.5623
4.96258e+07,-84.0238
4.96881e+07,-85.9413
4.97505e+07,-84.7635
4.98129e+07,-83.5547
4.98752e+07,-81.8164
4.99376e+07,-85.228
5e+07,-86.2931
